title,author,description,date,publisher,language,subjects,categories,isbn,pages,source,identifier,download_count,file_size,pdf_url,cover_url,local_pdf_path,local_cover_path,added_date
The 48 Laws Of Power,,"<span style=""font-weight:bold;color:rgb(82,86,90);font-family:arial, sans-serif;font-size:14px;background-color:rgb(255,255,255);"">Robert Greene</span><span style=""color:rgb(60,64,67);font-family:arial, sans-serif;font-size:14px;background-color:rgb(255,255,255);""> (born May 14, 1959) is an American author known for his books on strategy, power, and seduction. He has written six international bestsellers: The 48 Laws of Power, The Art of Seduction, The 33 Strategies of War, The 50th Law (with rapper 50 Cent), Mastery, and The Laws of Human Nature.</span>",,,en,"Robert Greene, 48 Laws of Power, Laws, Mastery of Self","Robert Greene, 48 Laws of Power, Laws, Mastery of Self",,,archive.org,the48lawsofpowerpdfdrive.com,0,31058156,https://archive.org/download/the48lawsofpowerpdfdrive.com/The 48 Laws Of Power ( PDFDrive.com ).pdf,https://archive.org/download/the48lawsofpowerpdfdrive.com/__ia_thumb.jpg,,,2025-11-26T03:10:52.912390
D&D 5e Dungeon Master's Guide,Wizards of the Coast,"<p><strong>Everything a Dungeon Master needs to weave legendary stories for the world’s greatest roleplaying game.</strong></p><p>The Dungeon Master’s Guide provides the inspiration and the guidance you need to spark your imagination and create worlds of adventure for your players to explore and enjoy.</p><p>Inside you’ll find world-building tools, tips and tricks for creating memorable dungeons and adventures, optional game rules, hundreds of classic D&amp;D magic items, and much more!</p>",2014-12-09,,en,"D&D, DUNGEON MASTERS GUIDE, GUIDE, MASTERS, MASTER, DUNGEONS AND DRAGONS, 5TH EDITION, 5E","D&D, DUNGEON MASTERS GUIDE, GUIDE, MASTERS, MASTER",,,archive.org,dungeon-masters-guide,0,89923985,https://archive.org/download/dungeon-masters-guide/Dungeon Master's Guide.pdf,https://archive.org/download/dungeon-masters-guide/__ia_thumb.jpg,,,2025-11-26T03:10:53.669355
Elfeqy Books 01,,more at<div>Books-sea.com</div>,,,en,elfeqy,elfeqy,,,archive.org,ElfeqyBooks01,0,10548346,https://archive.org/download/ElfeqyBooks01/Books-sea.com_elfeqy.almfatee7.10.pdf,https://archive.org/download/ElfeqyBooks01/__ia_thumb.jpg,,,2025-11-26T03:10:54.672549
"Daniel Kahneman Thinking, Fast And Slow",,thinking book,,,en,psycologie,psycologie,,,archive.org,DanielKahnemanThinkingFastAndSlow,0,3675247,"https://archive.org/download/DanielKahnemanThinkingFastAndSlow/Daniel Kahneman-Thinking, Fast and Slow  .pdf",https://archive.org/download/DanielKahnemanThinkingFastAndSlow/__ia_thumb.jpg,,,2025-11-26T03:10:55.671290
A new English-Hindustani dictionary,"Fallon, S. W., 1817-1880","['Book digitized by Google from the library of Oxford University and uploaded to the Internet Archive by user tpb.', '674, iv pages', '""The examples sometimes consist of English proverbs, with idiomatic Hindustani translations, and parallel native proverbs when there are any."" Preface']",1883,"Banares, Printed at the Medical hall Press",en,"par, aur, men, going, people, jis, three, kam, time, cos, jis men, medical hall, taur par, jis par, dil men, colloquial english, men band, jia men, jia par, english literature","par, aur, men, going, people",,,archive.org,anewenglishhind00fallgoog,0,71956325,https://archive.org/download/anewenglishhind00fallgoog/anewenglishhind00fallgoog.pdf,https://archive.org/download/anewenglishhind00fallgoog/__ia_thumb.jpg,,,2025-11-26T03:10:56.692698
Dragon Magazine,,"<div>Dragon is one of the two official magazines for source material for the Dungeons & Dragons role-playing game and associated products; Dungeon is the other.</div><div><br /></div><div><div>TSR, Inc. originally launched the monthly printed magazine in 1976 to succeed the company's earlier publication, The Strategic Review. The final printed issue was #359 in September 2007</div></div><div><br /></div><div><br /></div><div><br /></div>",,,en,"Dungeons & Dragon, Fantasy, Wargaming","Dungeons & Dragon, Fantasy, Wargaming",,,archive.org,DragonMagazine260_201801,0,6405017,https://archive.org/download/DragonMagazine260_201801/Dragon Magazine 386.pdf,https://archive.org/download/DragonMagazine260_201801/__ia_thumb.jpg,,,2025-11-26T03:10:57.963846
"BD Chaurasia S Handbook Of General Anatomy, 4th Edition",,"BD Chaurasia Handbook of General Anatomy PDF by <a href=""https://medicostimes.com"" rel=""nofollow"">Medicos Times.</a>",,,en,"BDC, Handbook, MBBS, PDF","BDC, Handbook, MBBS, PDF",,,archive.org,BDChaurasiaSHandbookOfGeneralAnatomy4thEdition_201808,0,21530617,"https://archive.org/download/BDChaurasiaSHandbookOfGeneralAnatomy4thEdition_201808/BD Chaurasia_s Handbook of General Anatomy, 4th Edition.pdf",https://archive.org/download/BDChaurasiaSHandbookOfGeneralAnatomy4thEdition_201808/__ia_thumb.jpg,,,2025-11-26T03:10:58.664924
The Power Of Now Eckhart Tolle,,Awesome book <div><br /></div>,,,en,"The power of now, eckhart tolle","The power of now, eckhart tolle",,,archive.org,ThePowerOfNowEckhartTolle_201806,0,855354,https://archive.org/download/ThePowerOfNowEckhartTolle_201806/The Power Of Now - Eckhart Tolle.pdf,https://archive.org/download/ThePowerOfNowEckhartTolle_201806/__ia_thumb.jpg,,,2025-11-26T03:10:59.661633
The Kama sutra of Vatsyayana,Vatsyayana,26,c1883-1925,Benares ; New York : Printed for the Society of the Friends of India,en,Love,Love,,,archive.org,kamasutraofvatsy00vatsuoft,0,12527859,https://archive.org/download/kamasutraofvatsy00vatsuoft/kamasutraofvatsy00vatsuoft.pdf,https://archive.org/download/kamasutraofvatsy00vatsuoft/__ia_thumb.jpg,,,2025-11-26T03:11:00.729749
Animal Farm By George Orwell,George Orwell,"Animal Farm by George Orwell. <div><br /></div><div><span style=""font-family:Verdana;font-size:11pt;color:rgb(102,102,102);"">This <span style=""font-size:11pt;"">work is in the “<span style=""font-family:'Verdana-Bold';font-size:11pt;""><b>Public Domain</b><span style=""font-family:Verdana;font-size:11pt;"">” in Australia.<br /><span style=""font-size:11pt;"">HOWEVER, copyright law varies in other countries, so<span style=""font-size:11pt;""><span style=""font-size:11pt;""> you should check the applicable copyright laws in<br /><span style=""font-size:11pt;"">your country before downloading this book.</span></span></span></span></span><br style=""line-height:normal;"" /></span></span></span></div>",,,en,"Animal Farm, George Orwell","Animal Farm, George Orwell",,,archive.org,AnimalFarmByGeorgeOrwell,0,474025,https://archive.org/download/AnimalFarmByGeorgeOrwell/Animal Farm by George Orwell.pdf,https://archive.org/download/AnimalFarmByGeorgeOrwell/__ia_thumb.jpg,,,2025-11-26T03:11:01.668660
"The Times , 1996, UK, English",,,1996,,en,,,,,archive.org,NewsUK1996UKEnglish,0,12592504,"https://archive.org/download/NewsUK1996UKEnglish/Apr 01 1996, The Times, #65542, UK (en).pdf",https://archive.org/download/NewsUK1996UKEnglish/__ia_thumb.jpg,,,2025-11-26T03:11:02.924571
"The Times , 1997, UK, English",,,1997,,en,,,,,archive.org,NewsUK1997UKEnglish,0,13309157,"https://archive.org/download/NewsUK1997UKEnglish/Apr 01 1997, The Times, #65852, UK (en).pdf",https://archive.org/download/NewsUK1997UKEnglish/__ia_thumb.jpg,,,2025-11-26T03:11:03.801746
World History: Patterns of Interaction,McDougal Littel,"World History: Patterns of Interaction is a highly integrated, high school world history textbook program with enhanced HISTORYÂ® curriculum that provides teachers with a practical and motivational approach to help students think critically and reflectively. Together, HMH &amp; HISTORYÂ® infuse social studies with streaming video and interactive features that bring content to life for students and help them make connections between the past and present.",,,en,History; World History; Modern Ages,History; World History; Modern Ages,,,archive.org,WorldHistoryPatternsOfInteraction,0,155282943,https://archive.org/download/WorldHistoryPatternsOfInteraction/TextbookUniversalHistory.pdf,https://archive.org/download/WorldHistoryPatternsOfInteraction/__ia_thumb.jpg,,,2025-11-26T03:11:04.707254
"The Times , 1992, UK, English",,,,,en,,,,,archive.org,NewsUK1992UKEnglish,0,13920514,"https://archive.org/download/NewsUK1992UKEnglish/Apr 01 1992, The Times, #64295, UK (en).pdf",https://archive.org/download/NewsUK1992UKEnglish/__ia_thumb.jpg,,,2025-11-26T03:11:05.928003
"Financial Times , 1993, UK, English",,,,,en,,,,,archive.org,FinancialTimes1993UKEnglish,0,9970363,"https://archive.org/download/FinancialTimes1993UKEnglish/Apr 05 1993, Financial Times, #1000, UK (en).pdf",https://archive.org/download/FinancialTimes1993UKEnglish/__ia_thumb.jpg,,,2025-11-26T03:11:06.853227
Quran With Tajweed English Translation And Transliteration,,"<div><b>TO DOWNLOAD THE AUDIO MP3 FOR THIS BOOK VISIT</b></div><div><a href=""https://archive.org/details/QuranTransliterationMP3"" rel=""ugc nofollow"">https://archive.org/details/QuranTransliterationMP3</a><br /></div><div><br /></div><div><b>To experience the interactiveness , first download the pdf, then all links will become clickable</b><br /></div><div><br /></div><div>Color coded Tajweed rules for the English Transliteration of the Noble Qur'an. Very easy to read transliteration with new easy to read rules</div><br />Only by three main colors: RED (co/or graduation) for the positions to be prolonged, GREEN for the nasal (ghunnah), BLUE for the description of sound articulation, ( Gray is not Pronounced) While reciting, 28 rules are immediately applied without memorizing these rules.<br /><br />If you want to memorize them, they are explained at the end of this Qur'an.<br /><br />Dear Reader of The Qur'an<br /><br />In order to concentrate on the meaning, you are recommended to stop at the spaces between some words, you should non-vocalize the last letter of the word (where the vowel is blocked in a small square).<br /><br />But if you don't want to stop, please ignore the square and the rule pertaining to this stop.",2003-10-05,,en,"iquran, easy quran, tajweed quran, Quran transliteration, Quran translation, flash quran, Qur'an","iquran, easy quran, tajweed quran, Quran transliteration, Quran translation",,,archive.org,QuranWithTajweedEnglishTranslationAndTransliteration,0,601691106,https://archive.org/download/QuranWithTajweedEnglishTranslationAndTransliteration/Quran_with_Tajweed_English_Translarion_and_Transliteration.pdf,https://archive.org/download/QuranWithTajweedEnglishTranslationAndTransliteration/1_thumb.jpg,,,2025-11-26T03:11:07.669573
"Financial Times , 1996, UK, English",,,,,en,,,,,archive.org,FinancialTimes1996UKEnglish,0,10049105,"https://archive.org/download/FinancialTimes1996UKEnglish/Apr 01 1996, Financial Times, #1, UK (en).pdf",https://archive.org/download/FinancialTimes1996UKEnglish/__ia_thumb.jpg,,,2025-11-26T03:11:08.923619
"A dictionary of the principal languages spoken in the Bengal presidency, viz. English, Bángálí, and Hindústání. In the roman character;","D'Rozario, P. S","['vi, [2], 525 p. 22 cm', ""Preface signed: P. S. D'Rozario""]",1837,"Calcutta, Printed by G. Woollaston",en,"English language -- Polyglot, Bengali language -- Dictionaries Polyglot, Hindustani language -- Dictionaries Polyglot","English language -- Polyglot, Bengali language -- Dictionaries Polyglot, Hindustani language -- Dictionaries Polyglot",,,archive.org,dictionaryofprin00drozrich,0,61682422,https://archive.org/download/dictionaryofprin00drozrich/dictionaryofprin00drozrich.pdf,https://archive.org/download/dictionaryofprin00drozrich/__ia_thumb.jpg,,,2025-11-26T03:11:09.675539
IS 800: General Construction In Steel - Code of Practice,Bureau of Indian Standards,"In order to promote public education and public safety, equal justice for all, a better informed citizenry, the rule of law, world trade and world peace, this legal document is hereby made available on a noncommercial basis, as it is the right of all humans to know and speak the laws that govern them. (For more information: <a href=""https://law.resource.org/pub/12tables.html"" rel=""nofollow"">12 Tables of Code</a>)<br /><br /><b>Name of Standards Organization: </b>Bureau of Indian Standards (BIS)<br /><b>Division Name:</b> Civil Engineering<br /><b>Section Name:</b> Structural Engineering and structural sections (CED 7)<br /><br /><b>Designator of Legally Binding Document:</b> IS 800 <br /><b>Title of Legally Binding Document:</b> General Construction In Steel - Code of Practice<br /><b>Number of Amendments:</b> 1<br /><b>Equivalence:</b> <br /><b>Superceding:</b> <br /><b>Superceded by:</b> <br /><br /><br /><b>LEGALLY BINDING DOCUMENT</b><br /><br /><i>Step Out From the Old to the New</i>--Jawaharlal Nehru<br /><i>Invent a new India using knowledge.</i>--Satyanarayan Gangaram Pitroda",2007,,en,data.gov.in;standardsbis.in;public.resource.org,data.gov.in;standardsbis.in;public.resource.org,,,archive.org,gov.in.is.800.2007,0,11379693,https://archive.org/download/gov.in.is.800.2007/is.800.2007.pdf,https://archive.org/download/gov.in.is.800.2007/__ia_thumb.jpg,,,2025-11-26T03:11:10.886139
BMW Technical Training Documents,,"BMW documents including,<div><div>ST034 E46 Complete Vehicle</div><div>ST035 1999 System Diagnosis</div><div>ST036 X5 Complete Vehicle</div><div>ST037 M5 Complete Vehicle</div><div>ST038 Z8 Complete Vehicle</div><div>ST039 2000 System Diagnosis</div><div>ST040 2001 System Diagnosis</div><div>ST041 M3 Complete Vehicle</div><div>ST042 E65 Complete Vehicle (Part 1)</div><div>ST042 E65 Complete Vehicle (Part 2)</div><div>ST043 2002 System Diagnosis</div><div>ST045 Z4 Complete Vehicle</div><div>ST046b E61 Sports Wagon</div><div>ST046 E60 Complete Vehicle</div><div>ST047 2003 System Diagnosis</div><div>ST048 E83 Complete Vehicle</div><div>ST049 2004 System Diagnosis</div><div>ST050 Technical Systems</div><div>ST050 Technical Systems (Archive 1)</div><div>ST051 Body Electronics I</div><div>ST051 Body Electronics I (Archive 1)</div><div>ST052 Body Electronics II</div><div>ST052 Body Electronics II (Archive 1)</div><div>ST054 Climate Control</div><div>ST054 Climate Control (Archive 1)</div><div>ST054 Climate Control Workbook</div><div>ST055 Engine Electronics</div><div>ST055 Engine Electronics (Archive 1)</div><div>ST055 Engine Electronics (Archive 2)</div><div>ST056 Chassis Dynamics</div><div>ST056 Chassis Dynamics (Archive 1)</div><div>ST057 Electronic Transmissions</div><div>ST057 Electronic Transmissions Workbook</div><div>ST064 E63E64 Complete Vehicle</div><div>ST401b Bus System Overview - All Models</div><div>ST401 Body Electronics II</div><div>ST401 Body Electronics II (Archive 1)</div><div>ST402 Body Electronics III</div><div>ST402 Body Electronics III (Archive 1)</div><div>ST403 Passive Safety Systems</div><div>ST406 Coding &amp; Programming</div><div>ST501 New Engine Technology</div><div>ST501 New Engine Technology (Archive 1)</div><div>ST502b E91 Sportswagon</div><div>ST502 E90 Complete Vehicle</div><div>ST503 Undercar Technology</div><div>ST505b 905 Production Changes</div><div>ST505 E60 M5 Complete Vehicle</div><div>ST601 E85 LCI and M Roadster</div><div>ST602 BMW ALPINA B7</div><div>ST603 Introduction to Diesel Technology Workbook</div><div>ST605 E70 Complete Vehicle</div><div>ST605 E70 Complete Vehicle Workbook</div><div>ST606 E63 M6 Complete Vehicle</div><div>ST607 BMW Night Vision</div><div>ST608 xDrive Dynamics</div><div>ST609 Motorsport Technology Workbook (Archive 1)</div><div>ST613 2007 NG6 Engines</div><div>ST614 E83 Life Cycle Impulse</div><div>ST615 E92 Complete Vehicle</div><div>ST616 2007 Product Updates Workbook</div><div>ST701 E93 Complete Vehicle</div><div>ST701 E93 Complete Vehicle Workbook</div><div>ST703 March 2007 Updates</div><div>ST706 High Beam Assistant</div><div>ST707 E82-E88 Complete Vehicle</div><div>ST709 4th Generation M3 Complete Vehicle</div><div>ST710 E71 Complete Vehicle Workbook</div><div>ST711 E63E64 Life Cycle Impulse</div><div>ST712 Crash Sensitive Head Restraints</div><div>ST810 Advanced Diesel Technology Workbook</div><div>ST811 F01 Complete Vehicle</div><div>ST811 F01 Complete Vehicle Workbook</div><div>ST813 M DCT Drivelogic</div><div>ST815 Car Information Computer</div><div>ST901 E89 Complete Vehicle</div><div>ST902 E70 E71 M Complete Vehicle</div><div>ST914 F07 Complete Vehicle</div><div>ST915 N74 Engine</div><div>ST916 N55 Engine</div><div>ST920 BMW ActiveHybrid Technology</div><div>ST1001 2011 MY Updates</div><div>ST1002 F10 Complete Vehicle</div><div>ST1003 F04 Complete Vehicle</div><div>ST1005 Combox</div><div>ST1101 E82E Complete Vehicle</div><div>ST1102 Advanced Vehicle Diagnosis</div><div>ST1103 F12 Complete Vehicle</div><div>ST1104 E82 M Complete Vehicle</div><div>ST1106 F25 Complete Vehicle</div><div>ST1107 E82E88 LCI</div><div>ST1108 BMW Apps-ConnectedDrive</div><div>ST1111 N20 Engine</div><div>ST1112 Automatic StartStop</div><div>ST1113 F30 Complete Vehicle</div><div>ST1115 Chassis Dynamics</div><div>ST1201 F10 M5 Complete Vehicle</div><div>ST1202 S63TU Engine</div><div>ST1204 Active Sound Design</div><div>ST1205 E84 Complete Vehicle</div><div>ST1208 F12F13 M6 Complete Vehicle</div><div>ST1211 Headunit High</div><div>ST1212 F01F02 LCI</div><div>ST1215 N26 Engine</div><div>ST1301 F31 Complete Vehicle</div><div>ST1302 M Carbon Ceramic Brake System</div><div>ST1306 N57TU Engine</div><div>ST1307 SCR 2 (2nd Generation SCR System)</div><div>ST1309 5 Series LCI</div><div>ST1313 F22 Complete Vehicle</div><div>ST1402 F80F82 Complete Vehicle</div><div>ST1403a I1 Complete Vehicle</div><div>ST1403b I01 High-voltage Battery and Maintenance</div><div>ST1404 S55 Engine</div><div>ST1408 I12 Complete Vehicle</div><div>ST1501 G12 Complete Vehicle</div><div>ST1504 F85F86 Complete Vehicle</div><div>ST1505 B58 Engine</div><div>ST1508 F48 Complete Vehicle</div><div>ST1509 3 Series LCI</div><div>ST1511 N63TU2 Engine</div><div>ST1601 F82 GTS Complete Vehicle</div></div><div>.</div>",,,en,BMW,BMW,,,archive.org,BMWTechnicalTrainingDocuments,0,1246208,https://archive.org/download/BMWTechnicalTrainingDocuments/ST034 E46 Complete Vehicle/1 models.pdf,https://archive.org/download/BMWTechnicalTrainingDocuments/__ia_thumb.jpg,,,2025-11-26T03:11:11.931077
